observer_id,observation_date,locality_id,locality,cost_total
obsr387308,2014-10-12,L207050,Big Lake--Viewing Platform,100.81694117647059
obsr283574,2014-12-02,L728322,Frank Lake,13.455333333333334
obsr227257,2014-02-09,L728322,Frank Lake,82.39984313725489
obsr283574,2014-02-03,L728322,Frank Lake,13.455333333333334
obsr283574,2014-01-23,L728322,Frank Lake,13.455333333333334
obsr283574,2014-02-12,L728322,Frank Lake,13.455333333333334
obsr326091,2014-09-07,L4834146,Irricana Sloughs--Range Rd 264 Slough,68.1635294117647
obsr523850,2014-04-03,L2584728,Fish Creek PP--Boat Launch,51.589411764705886
obsr284774,2014-09-30,L368183,Medicine Hat--Police Point Park,19.709676470588235
obsr284774,2014-03-09,L368183,Medicine Hat--Police Point Park,19.709676470588235
obsr284774,2014-03-10,L2453818,Medicine Hat--Kiwanis River Park,11.822205882352941
obsr283589,2014-04-09,L2345069,Fish Creek PP--Burnsmead,24.385333333333335
obsr283589,2014-04-17,L2345069,Fish Creek PP--Burnsmead,24.385333333333335
obsr488321,2014-07-02,L524839,Joseph Lake,83.60682352941177
obsr117062,2014-02-16,L475870,Fish Creek PP--Bebo Grove,36.915882352941175
obsr117062,2014-02-16,L475870,Fish Creek PP--Bebo Grove,36.915882352941175
obsr284774,2014-09-26,L286787,Cypress Hills Provincial Park,93.06439215686274
obsr387721,2014-10-11,L1836444,Misty Ridge Ski Hill,148.2812156862745
obsr397087,2014-04-14,L351682,Sir Winston Churchill Provincial Park,12.863176470588236
obsr374820,2014-05-11,L294463,Big Hill Springs Provincial Park,48.62980392156862
obsr267531,2014-11-01,L475870,Fish Creek PP--Bebo Grove,38.14647058823529
obsr267531,2014-11-08,L299451,Brown-Lowery Provincial Park,82.94823529411765
obsr446414,2014-12-27,L3242568,Cochrane--Bow Meadows,50.13401470588235
obsr326091,2014-05-01,L449812,Chestermere Lake,30.312588235294115
obsr397087,2014-04-06,L351682,Sir Winston Churchill Provincial Park,12.863176470588236
obsr267531,2014-03-15,L299451,Brown-Lowery Provincial Park,82.94823529411765
obsr397087,2014-04-20,L351682,Sir Winston Churchill Provincial Park,12.863176470588236
obsr326450,2014-02-18,L475870,Fish Creek PP--Bebo Grove,47.88380392156863
obsr110141,2014-09-27,L283046,Irricana (town),104.30941176470589
obsr110141,2014-08-10,L2451734,Langdon Corner Slough,62.877411764705876
obsr516477,2014-08-25,L1409960,Calgary--Confederation Park,33.458509803921565
obsr353489,2014-04-27,L265769,Clifford E. Lee Nature Sanctuary,32.35522058823529
obsr267011,2014-03-15,L2437629,Calgary--Shepard Slough,16.324313725490196
obsr283589,2014-09-27,L283046,Irricana (town),59.23478431372549
obsr391787,2014-09-13,L9282210,Oldman Dam PRA—Castle River Day Use,33.660039215686275
obsr338028,2014-09-27,L601261,Chip Lake,126.0265882352941
obsr307926,2014-04-21,L1172327,Murray Marsh,48.76905882352941
obsr283574,2014-03-07,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr165977,2014-05-19,L1550553,Calgary--North Glenmore Park,22.813411764705883
obsr283574,2014-01-23,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr117062,2014-08-03,L2362998,Weed Lake--West Viewpoint (Township Rd 240),48.81635294117647
obsr342079,2014-02-26,L1146986,Frank Lake--NW lookout/blind,69.74588235294118
obsr396138,2014-03-19,L1146986,Frank Lake--NW lookout/blind,75.41980392156863
obsr429471,2014-03-11,L1292766,Kananaskis--Mount Lorette/Hay Meadows,87.58345098039214
obsr283574,2014-01-15,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr433096,2014-02-16,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr283574,2014-06-03,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr326091,2014-11-16,L1302485,Frank Lake--Basin 2 (Southeast Corner),75.63117647058823
obsr267011,2014-02-13,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr293784,2014-08-24,L2150274,"Sandy Lake,Two Hills County",126.38400000000001
obsr509925,2014-02-02,L817096,Edmonton--Hermitage Park,29.749019607843138
obsr509925,2014-01-02,L857476,Edmonton--Gold Bar Park--West (near Treatment Plant),32.308470588235295
obsr267011,2014-07-01,L1594810,Horse Creek Road Marshes,60.69219607843137
obsr443021,2014-03-20,L879045,Fish Creek PP--Lafarge Meadows,21.863999999999997
obsr283574,2014-01-27,L1304813,Frank Lake--Basin 4,16.403333333333336
obsr267011,2014-02-18,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr164698,2014-10-27,L2310114,Charlotte Lake,8.061882352941176
obsr112377,2014-01-01,L367431,"Edmonton--Whitemud Creek, S of Snowvalley",12.556867647058823
obsr277689,2014-11-06,L419095,Wyndham-Carseland Provincial Park,69.84847058823529
obsr267011,2014-02-08,L2474499,High River--Little Bow River (5th to 12th Avenue),54.5921568627451
obsr24588,2014-06-22,L419095,Wyndham-Carseland Provincial Park,80.11023529411764
obsr267011,2014-02-14,L449808,Calgary--Elliston Park,14.745058823529412
obsr267011,2014-03-15,L449808,Calgary--Elliston Park,14.745058823529412
obsr110141,2014-09-27,L2586491,Irricana Sloughs--Railway Slough,105.1524705882353
obsr267011,2014-03-09,L449808,Calgary--Elliston Park,14.745058823529412
obsr165977,2014-09-27,L2586491,Irricana Sloughs--Railway Slough,66.06247058823529
obsr748653,2014-02-15,L467641,Cold Lake,119.74094117647059
obsr326091,2014-11-16,L1302727,Frank Lake--Basin 3,79.52929411764705
obsr284774,2014-09-29,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr307926,2014-04-12,L457479,Hastings Lake,47.10670588235294
obsr285954,2014-01-12,L364690,Calgary--Griffith Woods Park,41.94321568627451
obsr267011,2014-03-15,L361663,Wyndham-Carseland Provincial Park--Carseland Weir,60.963803921568626
obsr419341,2014-04-03,L4483844,Barreyre Lake,21.58652450980392
obsr307926,2014-04-04,L457479,Hastings Lake,47.10670588235294
obsr374820,2014-01-19,L364690,Calgary--Griffith Woods Park,15.484549019607844
obsr117062,2014-02-12,L364690,Calgary--Griffith Woods Park,29.281764705882352
obsr284774,2014-10-04,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr284774,2014-04-07,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr165977,2014-02-12,L364690,Calgary--Griffith Woods Park,29.281764705882352
obsr523850,2014-09-02,L294151,Calgary--Carburn Park,39.82588235294118
obsr523850,2014-09-02,L294151,Calgary--Carburn Park,39.82588235294118
obsr283574,2014-02-08,L728322,Frank Lake,13.455333333333334
obsr445391,2014-04-13,L345519,Beaverhill Lake,90.95858823529412
obsr283574,2014-12-10,L728322,Frank Lake,13.455333333333334
obsr12750,2014-03-18,L728322,Frank Lake,74.83070588235293
obsr488321,2014-05-27,L207050,Big Lake--Viewing Platform,28.14423529411765
obsr283574,2014-12-06,L728322,Frank Lake,13.455333333333334
obsr277689,2014-12-07,L294151,Calgary--Carburn Park,24.671882352941175
obsr277689,2014-12-07,L294151,Calgary--Carburn Park,24.671882352941175
obsr283574,2014-02-23,L728322,Frank Lake,13.455333333333334
obsr515922,2014-04-23,L592475,Calgary--Edworthy Park,27.016235294117642
obsr307926,2014-04-11,L2082982,Edmonton--170 St Gull Pond,23.520000000000003
obsr391787,2014-03-24,L3291984,Coleman (community),13.617647058823529
obsr307926,2014-04-04,L2082982,Edmonton--170 St Gull Pond,23.520000000000003
obsr391787,2014-01-28,L3291984,Coleman (community),13.617647058823529
obsr443021,2014-01-25,L284048,Calgary--Beaverdam Flats Park,12.633999999999999
obsr284774,2014-03-15,L339530,Pakowki Lake (general),104.4722843137255
obsr326450,2014-03-05,L1312397,Fish Creek PP--Shannon Terrace,48.04890196078431
obsr24588,2014-05-01,L449814,McElroy Slough,32.28917647058823
obsr24588,2014-05-01,L449814,McElroy Slough,32.28917647058823
obsr284774,2014-01-09,L2453818,Medicine Hat--Kiwanis River Park,11.822205882352941
obsr267531,2014-03-27,L267671,Calgary--Weaselhead Natural Area,21.935529411764705
obsr283574,2014-02-15,L1514676,Sutherland's Shelterbelt (private property),9.846666666666668
obsr446414,2014-10-13,L449812,Chestermere Lake,33.43486764705882
obsr503315,2014-04-28,L451823,Eagle Lake,152.22411764705882
obsr267531,2014-03-15,L464086,Fish Creek PP--Sikome Lake,42.66541176470588
obsr267531,2014-03-15,L464086,Fish Creek PP--Sikome Lake,47.91129411764706
obsr419341,2014-02-19,L613589,Moose Lake,34.16433823529412
obsr148096,2014-08-10,L1302864,Scope (Hays) Reservoir,51.48282352941176
obsr397087,2014-04-21,L351682,Sir Winston Churchill Provincial Park,12.863176470588236
obsr129869,2014-05-20,L2362996,Weed Lake--East Viewpoint (Township Rd 240),53.095215686274514
obsr283574,2014-04-20,L299451,Brown-Lowery Provincial Park,61.18266666666666
obsr443021,2014-02-06,L475870,Fish Creek PP--Bebo Grove,20.898
obsr723823,2014-05-08,L613589,Moose Lake,34.16433823529412
obsr110141,2014-11-08,L299451,Brown-Lowery Provincial Park,51.06894117647059
obsr419341,2014-04-04,L613589,Moose Lake,34.16433823529412
obsr267531,2014-03-26,L267671,Calgary--Weaselhead Natural Area,21.935529411764705
obsr420706,2014-11-11,L475870,Fish Creek PP--Bebo Grove,33.036235294117645
obsr420706,2014-11-11,L475870,Fish Creek PP--Bebo Grove,32.74070588235294
obsr387721,2014-09-20,L1836444,Misty Ridge Ski Hill,148.2812156862745
obsr117062,2014-08-22,L1409960,Calgary--Confederation Park,11.555294117647058
obsr353489,2014-07-20,L265769,Clifford E. Lee Nature Sanctuary,32.35522058823529
obsr317125,2014-05-08,L739140,Lethbridge--Cottonwood Park,16.91219607843137
obsr148096,2014-08-15,L1466232,Horsefly Lake,14.55250980392157
obsr24588,2014-07-31,L249610,Lac des Arcs,92.29270588235293
obsr453658,2014-12-25,L1550553,Calgary--North Glenmore Park,15.297058823529412
obsr267011,2014-03-22,L1146986,Frank Lake--NW lookout/blind,59.22129411764706
obsr148096,2014-10-07,L1466232,Horsefly Lake,14.55250980392157
obsr283589,2014-04-18,L1550553,Calgary--North Glenmore Park,17.77921568627451
obsr283574,2014-01-12,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr96302,2014-12-14,L2362995,Langdon Reservoir--North Access,44.51486274509803
obsr433096,2014-03-12,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr267011,2014-12-20,L2362995,Langdon Reservoir--North Access,33.624117647058824
obsr148096,2014-04-01,L1466232,Horsefly Lake,14.55250980392157
obsr283574,2014-03-28,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr283574,2014-01-01,L1302485,Frank Lake--Basin 2 (Southeast Corner),15.091333333333335
obsr284774,2014-05-01,L4657112,Cypress Hills PP--Spruce Coulee Campground,83.4025
obsr148096,2014-03-22,L1466232,Horsefly Lake,14.55250980392157
obsr1004857,2014-04-13,L817096,Edmonton--Hermitage Park,25.732
obsr353489,2014-02-16,L2589245,Edmonton--Gold Bar Park,44.02782352941176
obsr293784,2014-12-13,L2150274,"Sandy Lake,Two Hills County",126.38400000000001
obsr326091,2014-09-07,L4434824,Irricana Sloughs--Bruce Lake,68.39752941176471
obsr283574,2014-02-23,L1302727,Frank Lake--Basin 3,18.148666666666667
obsr283574,2014-07-01,L1513441,Frank Lake--NE Corner (Highway 23 Marsh),13.259333333333332
obsr272594,2014-02-25,L2682221,Del Bonita (hamlet),72.49027450980392
obsr283574,2014-04-30,L1513441,Frank Lake--NE Corner (Highway 23 Marsh),13.259333333333332
obsr387308,2014-09-07,L1626295,Big Lake--John E. Poole Wetland,100.55294117647058
obsr24588,2014-08-30,L356532,Nanton (town),97.46470588235294
obsr391787,2014-11-08,L4957070,Blairmore (community),8.63443137254902
obsr284774,2014-09-10,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr24588,2014-08-30,L430047,Policeman's Flats,45.347647058823526
obsr284774,2014-12-30,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr112377,2014-04-26,L457479,Hastings Lake,62.510161764705884
obsr330165,2014-04-23,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr24588,2014-06-20,L739303,Banff National Park--Brewster Creek,139.59141176470587
obsr267011,2014-03-22,L361663,Wyndham-Carseland Provincial Park--Carseland Weir,60.963803921568626
obsr267011,2014-01-11,L361663,Wyndham-Carseland Provincial Park--Carseland Weir,60.963803921568626
obsr283574,2014-02-05,L728322,Frank Lake,13.455333333333334
obsr507245,2014-05-15,L294151,Calgary--Carburn Park,52.21419607843137
obsr507245,2014-05-15,L294151,Calgary--Carburn Park,52.21419607843137
obsr516477,2014-08-08,L624083,Peter Lougheed PP--Highwood Pass,NA
obsr283574,2014-12-28,L728322,Frank Lake,13.455333333333334
obsr283574,2014-01-18,L728322,Frank Lake,13.455333333333334
obsr283574,2014-03-09,L728322,Frank Lake,13.455333333333334
obsr283574,2014-01-01,L728322,Frank Lake,13.455333333333334
obsr129869,2014-09-02,L294151,Calgary--Carburn Park,21.687607843137258
obsr326091,2014-03-15,L728322,Frank Lake,73.36458823529412
obsr283574,2014-11-14,L728322,Frank Lake,13.455333333333334
obsr96302,2014-02-01,L6528352,South Manderley Slough,53.690549019607836
obsr307926,2014-10-21,L2082982,Edmonton--170 St Gull Pond,23.520000000000003
obsr277689,2014-10-18,L449814,McElroy Slough,30.363999999999997
obsr307926,2014-10-25,L1989232,Keephills Plant Cooling Ponds,89.88635294117648
obsr307926,2014-05-01,L2082982,Edmonton--170 St Gull Pond,23.520000000000003
obsr509925,2014-05-07,L2082982,Edmonton--170 St Gull Pond,54.51113725490195
obsr397087,2014-04-05,L351682,Sir Winston Churchill Provincial Park,12.863176470588236
obsr285954,2014-03-16,L299451,Brown-Lowery Provincial Park,96.65466666666666
obsr24588,2014-07-05,L375278,Calgary--Pearce Estate Park,15.706235294117647
obsr443021,2014-03-15,L375278,Calgary--Pearce Estate Park,20.436
obsr165977,2014-02-16,L475870,Fish Creek PP--Bebo Grove,36.915882352941175
obsr165977,2014-02-16,L475870,Fish Creek PP--Bebo Grove,36.915882352941175
obsr283589,2014-03-13,L464086,Fish Creek PP--Sikome Lake,30.87756862745098
obsr283574,2014-02-14,L1514676,Sutherland's Shelterbelt (private property),9.846666666666668
obsr24588,2014-10-18,L449812,Chestermere Lake,30.489882352941176
obsr24588,2014-10-18,L449812,Chestermere Lake,30.489882352941176
obsr523850,2014-11-16,L475870,Fish Creek PP--Bebo Grove,46.918588235294116
obsr523850,2014-11-16,L475870,Fish Creek PP--Bebo Grove,46.387764705882354
obsr515922,2014-06-29,L267671,Calgary--Weaselhead Natural Area,28.396235294117645
obsr198287,2014-08-29,L470565,Waterton Lakes NP--Waterton (village),125.49450980392157
obsr117062,2014-02-17,L267671,Calgary--Weaselhead Natural Area,24.443294117647056
obsr452145,2014-01-17,L288685,Fish Creek Provincial Park (general),20.902941176470588
obsr272594,2014-02-26,L1396869,Lethbridge--Peenaquim Park,9.268745098039217
obsr523850,2014-03-16,L2437629,Calgary--Shepard Slough,55.52788235294118
obsr374820,2014-05-13,L1409960,Calgary--Confederation Park,13.049529411764706
obsr353489,2014-04-08,L265769,Clifford E. Lee Nature Sanctuary,32.35522058823529
obsr24588,2014-04-28,L1535266,Calgary--Children's Hospital Pond,13.696235294117646
obsr317125,2014-03-30,L1396869,Lethbridge--Peenaquim Park,10.861411764705881
obsr613062,2014-05-30,L1455612,Banff National Park--Warner Stables,40.82780392156863
obsr24588,2014-08-16,L2437629,Calgary--Shepard Slough,36.493764705882356
obsr928337,2014-05-13,L772295,Cooking Lake,46.966313725490195
obsr283574,2014-02-22,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr283574,2014-01-05,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr24588,2014-03-06,L1146986,Frank Lake--NW lookout/blind,81.92294117647059
obsr503315,2014-06-02,L1146986,Frank Lake--NW lookout/blind,149.21090196078433
obsr148096,2014-08-13,L1466232,Horsefly Lake,14.55250980392157
obsr148096,2014-09-16,L1466232,Horsefly Lake,14.55250980392157
obsr326091,2014-03-15,L3302399,Blackie (hamlet),75.42070588235293
obsr283574,2014-03-10,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr307926,2014-05-13,L772295,Cooking Lake,41.77588235294118
obsr24588,2014-10-25,L2362998,Weed Lake--West Viewpoint (Township Rd 240),41.53835294117647
obsr429471,2014-03-04,L1292766,Kananaskis--Mount Lorette/Hay Meadows,87.58345098039214
obsr283574,2014-01-08,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr429471,2014-11-03,L1292766,Kananaskis--Mount Lorette/Hay Meadows,87.58345098039214
obsr267011,2014-04-08,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr283574,2014-02-02,L1304813,Frank Lake--Basin 4,16.403333333333336
obsr293784,2014-12-22,L2150274,"Sandy Lake,Two Hills County",126.38400000000001
obsr446414,2014-11-16,L299543,Banff National Park--Cave & Basin Marsh,138.73575
obsr353489,2014-01-28,L2589245,Edmonton--Gold Bar Park,44.02782352941176
obsr419341,2014-04-18,L2310114,Charlotte Lake,16.650617647058823
obsr523850,2014-02-12,L299543,Banff National Park--Cave & Basin Marsh,144.39882352941174
obsr283574,2014-02-25,L1304813,Frank Lake--Basin 4,16.403333333333336
obsr550462,2014-05-15,L345997,Calgary--Bowmont Natural Area,20.409450980392158
obsr748653,2014-02-14,L467641,Cold Lake,119.74094117647059
obsr283574,2014-04-26,L1302727,Frank Lake--Basin 3,18.148666666666667
obsr24588,2014-01-15,L361663,Wyndham-Carseland Provincial Park--Carseland Weir,82.03517647058823
obsr96302,2014-12-14,L361663,Wyndham-Carseland Provincial Park--Carseland Weir,70.2818431372549
obsr523850,2014-08-23,L374723,Sadler's Slough,86.17270588235294
obsr374820,2014-05-31,L163245,Banff National Park--Vermilion Lakes,130.5972156862745
obsr284774,2014-05-03,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr267531,2014-02-01,L4731546,Brant Lake,123.35082352941177
obsr443021,2014-01-15,L364690,Calgary--Griffith Woods Park,29.006
obsr284774,2014-05-29,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr283574,2014-12-21,L728322,Frank Lake,13.455333333333334
obsr550462,2014-04-22,L294151,Calgary--Carburn Park,30.743960784313728
obsr550462,2014-04-22,L294151,Calgary--Carburn Park,30.22505882352941
obsr283574,2014-02-28,L728322,Frank Lake,13.455333333333334
obsr283574,2014-01-10,L728322,Frank Lake,13.455333333333334
obsr326091,2014-05-30,L2902918,Weed Lake--North Viewpoint (limited access),41.37188235294117
obsr443021,2014-12-14,L161199,Calgary--Inglewood Bird Sanctuary,22.23
obsr283574,2014-01-15,L728322,Frank Lake,13.455333333333334
obsr284774,2014-02-03,L368183,Medicine Hat--Police Point Park,19.709676470588235
obsr284774,2014-04-06,L368183,Medicine Hat--Police Point Park,19.709676470588235
obsr283574,2014-01-06,L475870,Fish Creek PP--Bebo Grove,52.82666666666667
obsr36088,2014-07-01,L1148117,Elk Island National Park,75.30239215686274
obsr96302,2014-02-01,L451823,Eagle Lake,66.8670588235294
obsr419341,2014-02-21,L613589,Moose Lake,34.16433823529412
obsr283574,2014-02-18,L1514676,Sutherland's Shelterbelt (private property),9.846666666666668
obsr283574,2014-02-25,L1514676,Sutherland's Shelterbelt (private property),9.846666666666668
obsr387308,2014-04-02,L675622,Elk Island NP--Astotin Lake--Sandy Beach & Campground,62.90827450980392
obsr272594,2014-12-06,L1396869,Lethbridge--Peenaquim Park,9.268745098039217
obsr24588,2014-06-21,L2451734,Langdon Corner Slough,40.35070588235294
obsr96302,2014-05-21,L2451734,Langdon Corner Slough,42.482431372549016
obsr283574,2014-02-24,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr433096,2014-04-28,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr267531,2014-03-21,L1302485,Frank Lake--Basin 2 (Southeast Corner),106.62952941176471
obsr24588,2014-07-10,L2343428,Calgary--Monterey Park,19.094117647058823
obsr471299,2014-12-09,L3091544,Beaverhill Natural Area,18.598588235294116
obsr433096,2014-01-06,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr221328,2014-06-21,L2700796,J.J. Collett Natural Area,14.58141176470588
obsr317125,2014-04-26,L864468,Stirling Lake,31.089294117647057
obsr443021,2014-11-16,L1302485,Frank Lake--Basin 2 (Southeast Corner),70.844
obsr267011,2014-06-12,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr267011,2014-09-08,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr129869,2014-02-23,L419095,Wyndham-Carseland Provincial Park,86.38078431372548
obsr293784,2014-09-06,L2150274,"Sandy Lake,Two Hills County",126.38400000000001
obsr391787,2014-06-30,L3760226,Waterton Lakes NP--Wishbone Trail,82.97925490196079
obsr516477,2014-12-14,L345997,Calgary--Bowmont Natural Area,24.01207843137255
obsr419341,2014-11-07,L3584931,Jessie Lake Causeway (Northeast/Bordered by Town),22.504225490196077
obsr1004857,2014-01-26,L903263,Edmonton--Whitemud Park,17.69835294117647
obsr148917,2014-11-26,L1626051,Redcliff--River Valley Park,14.82678431372549
obsr284774,2014-08-09,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr267531,2014-07-15,L1,Sheep River PP--Windy Point,130.32270588235292
obsr333291,2014-08-02,L4731546,Brant Lake,137.70803921568626
obsr267011,2014-03-15,L2362988,Weed Lake--South Viewpoint (Glenmore Trail),26.927843137254904
obsr178376,2014-02-18,L1547942,Calgary--Elbow River Constructed Wetland (historic),115.412
obsr283574,2014-12-03,L728322,Frank Lake,13.455333333333334
obsr283574,2014-12-01,L728322,Frank Lake,13.455333333333334
obsr317125,2014-03-29,L801103,Lundbreck Falls,113.48235294117647
obsr317125,2014-05-08,L739134,Lethbridge--Popson Park,17.160274509803923
obsr443021,2014-01-31,L381632,Kananaskis--Elbow River valley,NA
obsr285954,2014-12-20,L2584728,Fish Creek PP--Boat Launch,68.53101960784315
obsr277689,2014-05-30,L294463,Big Hill Springs Provincial Park,28.817098039215686
obsr277689,2014-05-30,L294463,Big Hill Springs Provincial Park,28.601254901960786
obsr129869,2014-03-09,L299451,Brown-Lowery Provincial Park,69.00466666666667
obsr267011,2014-03-09,L452820,Cattleland Feedlot Slough,60.39505882352941
obsr277689,2014-01-25,L452820,Cattleland Feedlot Slough,53.47270588235294
obsr326450,2014-10-29,L475870,Fish Creek PP--Bebo Grove,47.88380392156863
obsr96302,2014-02-08,L299451,Brown-Lowery Provincial Park,47.651294117647055
obsr333291,2014-04-07,L267671,Calgary--Weaselhead Natural Area,38.33694117647059
obsr397087,2014-03-23,L351682,Sir Winston Churchill Provincial Park,12.863176470588236
obsr284774,2014-05-24,L4731526,Many Island Lake,72.37860784313725
obsr24588,2014-06-30,L1535266,Calgary--Children's Hospital Pond,13.696235294117646
obsr509925,2014-05-24,L785395,Kallal Meadow,93.03556862745097
obsr96302,2014-01-25,L356247,Irricana Sloughs (general),73.33427450980392
obsr544399,2014-11-04,L794134,William A. Switzer Provincial Park,23.753568627450978
obsr396138,2014-04-10,L1146986,Frank Lake--NW lookout/blind,75.41980392156863
obsr283574,2014-01-18,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr391787,2014-06-30,L1462730,Waterton Lakes NP--Maskinonge Marsh,82.26050980392156
obsr148096,2014-04-02,L1466232,Horsefly Lake,14.55250980392157
obsr283574,2014-01-02,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr267011,2014-06-09,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr293784,2014-05-30,L2150274,"Sandy Lake,Two Hills County",126.38400000000001
obsr24588,2014-10-30,L487040,Kananaskis River,85.35247058823529
obsr326091,2014-09-07,L4435039,Irricana Slough--Bull Test Station Sloughs (north),86.05258823529412
obsr555524,2014-12-07,L4766532,Morinville--Fish & Game Pond,63.07843137254902
obsr283574,2014-04-08,L2101615,Kumlin's Shelterbelt (private property),14.734000000000002
obsr267531,2014-03-05,L1302727,Frank Lake--Basin 3,111.20529411764706
obsr419341,2014-03-23,L3584931,Jessie Lake Causeway (Northeast/Bordered by Town),22.504225490196077
obsr326091,2014-02-17,L1507985,Fish Creek PP--Marshall Springs,23.85435294117647
obsr333291,2014-08-02,L434493,Plummers Road,94.54815686274509
obsr24588,2014-07-10,L2427962,Dawson Lake,63.54529411764706
obsr284774,2014-08-01,L892146,Cypress Hills PP--Elkwater Lake,79.89976470588235
obsr613062,2014-08-30,L163245,Banff National Park--Vermilion Lakes,36.257019607843134
obsr267011,2014-01-25,L361663,Wyndham-Carseland Provincial Park--Carseland Weir,60.963803921568626
obsr284774,2014-03-29,L1146957,Taber Lake,124.23627941176471
obsr283574,2014-02-14,L728322,Frank Lake,13.455333333333334
obsr413331,2014-05-18,L626405,Miquelon Lake Provincial Park,67.09960294117647
obsr317125,2014-03-30,L1217921,Lethbridge--Elizabeth Hall Wetlands,14.769725490196079
obsr443021,2014-02-11,L728322,Frank Lake,68.6
obsr283574,2014-02-06,L728322,Frank Lake,13.455333333333334
obsr165977,2014-05-23,L2,Canmore (town),104.66576470588237
obsr24588,2014-08-25,L592475,Calgary--Edworthy Park,21.959294117647058
obsr24588,2014-02-20,L497711,Calgary--Sue Higgins (Southland) Park,24.03741176470588
obsr342012,2014-11-12,L1450980,Banff National Park--Lake Minnewanka west end,18.010666666666665
obsr283574,2014-04-06,L1306706,Old Wives Coulee Reservoir,12.340666666666667
obsr284774,2014-12-11,L286787,Cypress Hills Provincial Park,93.06439215686274
obsr163763,2014-03-08,L2700796,J.J. Collett Natural Area,NA
obsr283574,2014-03-06,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr433096,2014-05-03,L1146986,Frank Lake--NW lookout/blind,11.248666666666667
obsr283574,2014-01-26,L1302485,Frank Lake--Basin 2 (Southeast Corner),15.091333333333335
obsr198287,2014-04-08,L1466232,Horsefly Lake,63.60333333333333
obsr283574,2014-02-27,L1304813,Frank Lake--Basin 4,16.403333333333336
obsr267011,2014-11-12,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr267011,2014-06-03,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr267011,2014-07-18,L2390329,Calgary--Union Cemetery,10.847921568627452
obsr277689,2014-10-26,L1405638,Fish Creek PP--Votier's Flats,24.820627450980393
obsr277689,2014-10-26,L1405638,Fish Creek PP--Votier's Flats,24.604784313725492
obsr284774,2014-01-20,L4375015,Medicine Hat--Kin Coulee Park,17.076308823529413
obsr523850,2014-07-29,L2362988,Weed Lake--South Viewpoint (Glenmore Trail),69.04376470588235
obsr267011,2014-03-09,L361663,Wyndham-Carseland Provincial Park--Carseland Weir,60.963803921568626
obsr283574,2014-02-18,L728322,Frank Lake,13.455333333333334
obsr129869,2014-06-07,L728322,Frank Lake,88.2647843137255
obsr24588,2014-02-06,L497711,Calgary--Sue Higgins (Southland) Park,24.03741176470588
obsr24588,2014-07-27,L2,Canmore (town),110.69929411764704
obsr96302,2014-11-15,L449814,McElroy Slough,39.86760784313725
obsr286443,2014-03-15,L339530,Pakowki Lake (general),85.88388235294117
obsr24588,2014-07-20,L152963,Calgary--Shouldice Park,16.916470588235295
obsr391787,2014-01-28,L4458723,Pincher Creek (town),39.62850980392157
obsr284774,2014-12-16,L286787,Cypress Hills Provincial Park,93.06439215686274
obsr387721,2014-03-09,L1836444,Misty Ridge Ski Hill,148.2812156862745
obsr723443,2014-11-02,L475870,Fish Creek PP--Bebo Grove,20.55450980392157
obsr299407,2014-10-03,L2987054,Waterton National Park--Cameron Lake,NA
obsr326091,2014-02-14,L475870,Fish Creek PP--Bebo Grove,25.706000000000003
obsr413973,2014-12-10,L2167809,Gateway Hill Trails,56.12545098039216
